2022-03-07 20:57:12.380426
-------------------------------------------------------
1: [65, 108, 132, 199, 214, 230, 263, 332, 475, 481, 500, 502, 507, 530, 542, 590, 667, 707, 730, 775, 855, 889, 895, 952, 982]
1: [11, 73, 83, 215, 261, 270, 272, 299, 331, 333, 334, 357, 425, 462, 582, 674, 698, 705, 742, 781, 838, 851, 893, 927, 959]
1: [502, 507, 530, 542, 582, 590, 667, 674, 698, 705, 707, 730, 742, 775, 781, 838, 851, 855, 889, 893, 895, 927, 952, 959, 982]
1: [502, 507, 530, 542, 582, 590, 667, 674, 698, 705, 707, 730, 742, 775, 781, 838, 851, 855, 889, 893, 895, 927, 952, 959, 982]
1: [502, 507, 530, 542, 582, 590, 667, 674, 698, 705, 707, 730, 742, 775, 781, 838, 851, 855, 889, 893, 895, 927, 952, 959, 982]
1: [502, 507, 530, 542, 582, 590, 667, 674, 698, 705, 707, 730, 742, 775, 781, 838, 851, 855, 889, 893, 895, 927, 952, 959, 982]
1: [502, 507, 530, 542, 582, 590, 667, 674, 698, 705, 707, 730, 742, 775, 781, 838, 851, 855, 889, 893, 895, 927, 952, 959, 982]
1: [502, 507, 530, 542, 582, 590, 667, 674, 698, 705, 707, 730, 742, 775, 781, 838, 851, 855, 889, 893, 895, 927, 952, 959, 982]
1: [502, 507, 530, 542, 582, 590, 667, 674, 698, 705, 707, 730, 742, 775, 781, 838, 851, 855, 889, 893, 895, 927, 952, 959, 982]
1: [502, 507, 530, 542, 582, 590, 667, 674, 698, 705, 707, 730, 742, 775, 781, 838, 851, 855, 889, 893, 895, 927, 952, 959, 982]
1: [674, 698, 705, 707, 730, 742, 771, 775, 781, 806, 838, 851, 855, 863, 872, 888, 889, 893, 895, 903, 927, 952, 959, 982, 994]
2: [36, 53, 146, 213, 264, 342, 452, 475, 506, 536, 553, 563, 583, 609, 645, 659, 678, 702, 736, 747, 832, 909, 917, 928, 982]
2: [36, 53, 146, 213, 264, 342, 452, 475, 506, 536, 553, 563, 583, 609, 645, 659, 678, 702, 736, 747, 832, 909, 917, 928, 982]
2: [502, 507, 530, 542, 582, 590, 667, 674, 698, 705, 707, 730, 742, 775, 781, 838, 851, 855, 889, 893, 895, 927, 952, 959, 982]
2: [36, 53, 146, 213, 264, 342, 452, 475, 506, 536, 553, 563, 583, 609, 645, 659, 678, 702, 736, 747, 832, 909, 917, 928, 982]
2: [36, 53, 146, 213, 264, 342, 452, 475, 506, 536, 553, 563, 583, 609, 645, 659, 678, 702, 736, 747, 832, 909, 917, 928, 982]
2: [36, 53, 146, 213, 264, 342, 452, 475, 506, 536, 553, 563, 583, 609, 645, 659, 678, 702, 736, 747, 832, 909, 917, 928, 982]
2: [36, 53, 146, 213, 264, 342, 452, 475, 506, 536, 553, 563, 583, 609, 645, 659, 678, 702, 736, 747, 832, 909, 917, 928, 982]
2: [36, 53, 146, 213, 264, 342, 452, 475, 506, 536, 553, 563, 583, 609, 645, 659, 678, 702, 736, 747, 832, 909, 917, 928, 982]
2: [36, 53, 146, 213, 264, 342, 452, 475, 506, 536, 553, 563, 583, 609, 645, 659, 678, 702, 736, 747, 832, 909, 917, 928, 982]
2: [36, 53, 146, 213, 264, 342, 452, 475, 506, 536, 553, 563, 583, 609, 645, 659, 678, 702, 736, 747, 832, 909, 917, 928, 982]
2: [36, 53, 146, 213, 264, 342, 452, 475, 506, 536, 553, 563, 583, 609, 645, 659, 678, 702, 736, 747, 832, 909, 917, 928, 982]
3: [502, 507, 530, 542, 582, 590, 667, 674, 698, 705, 707, 730, 742, 775, 781, 838, 851, 855, 889, 893, 895, 927, 952, 959, 982]
3: [502, 507, 530, 542, 582, 590, 667, 674, 698, 705, 707, 730, 742, 775, 781, 838, 851, 855, 889, 893, 895, 927, 952, 959, 982]
3: [502, 507, 530, 542, 582, 590, 667, 674, 698, 705, 707, 730, 742, 775, 781, 838, 851, 855, 889, 893, 895, 927, 952, 959, 982]
3: [502, 507, 530, 542, 582, 590, 667, 674, 698, 705, 707, 730, 742, 775, 781, 838, 851, 855, 889, 893, 895, 927, 952, 959, 982]
3: [502, 507, 530, 542, 582, 590, 667, 674, 698, 705, 707, 730, 742, 775, 781, 838, 851, 855, 889, 893, 895, 927, 952, 959, 982]
3: [502, 507, 530, 542, 582, 590, 667, 674, 698, 705, 707, 730, 742, 775, 781, 838, 851, 855, 889, 893, 895, 927, 952, 959, 982]
3: [502, 507, 530, 542, 582, 590, 667, 674, 698, 705, 707, 730, 742, 775, 781, 838, 851, 855, 889, 893, 895, 927, 952, 959, 982]
3: [34, 98, 113, 175, 194, 218, 221, 272, 276, 361, 391, 420, 421, 456, 492, 520, 619, 626, 771, 806, 863, 872, 888, 903, 994]
3: [425, 456, 462, 492, 520, 582, 619, 626, 674, 698, 705, 742, 771, 781, 806, 838, 851, 863, 872, 888, 893, 903, 927, 959, 994]
3: [674, 698, 705, 707, 730, 742, 771, 775, 781, 806, 838, 851, 855, 863, 872, 888, 889, 893, 895, 903, 927, 952, 959, 982, 994]

Program End Time: 2022-03-07 20:59:15.749036
