2022-03-07 20:31:18.853736
-------------------------------------------------------
1: [23, 92, 159, 218, 264, 304, 308, 321, 342, 349, 353, 417, 462, 530, 544, 553, 585, 599, 623, 657, 903, 925, 959, 968, 972]
1: [56, 80, 250, 328, 360, 384, 385, 393, 458, 467, 505, 523, 529, 622, 702, 776, 784, 791, 796, 845, 891, 908, 926, 928, 953]
1: [32, 75, 78, 155, 204, 248, 300, 301, 355, 402, 417, 519, 660, 673, 674, 704, 743, 752, 755, 766, 784, 813, 826, 842, 877]
1: [764, 776, 777, 784, 789, 791, 796, 816, 817, 842, 845, 860, 891, 898, 903, 908, 925, 926, 928, 953, 959, 968, 972, 973, 981]
1: [764, 776, 777, 784, 789, 791, 796, 816, 817, 842, 845, 860, 891, 898, 903, 908, 925, 926, 928, 953, 959, 968, 972, 973, 981]
1: [764, 776, 777, 784, 789, 791, 796, 816, 817, 842, 845, 860, 891, 898, 903, 908, 925, 926, 928, 953, 959, 968, 972, 973, 981]
1: [61, 151, 161, 257, 356, 368, 403, 509, 519, 574, 590, 635, 668, 677, 692, 730, 739, 757, 811, 830, 865, 867, 907, 921, 989]
2: [9, 56, 148, 214, 222, 368, 370, 377, 393, 419, 428, 461, 471, 508, 520, 558, 571, 696, 756, 789, 817, 842, 860, 908, 981]
2: [35, 92, 180, 201, 241, 297, 320, 331, 345, 388, 408, 440, 462, 477, 483, 485, 547, 647, 709, 750, 764, 777, 816, 898, 973]
2: [35, 92, 180, 201, 241, 297, 320, 331, 345, 388, 408, 440, 462, 477, 483, 485, 547, 647, 709, 750, 764, 777, 816, 898, 973]
2: [27, 81, 118, 128, 150, 233, 289, 341, 381, 401, 431, 437, 451, 499, 564, 584, 623, 631, 696, 703, 713, 777, 911, 926, 955]
2: [451, 462, 477, 483, 485, 499, 547, 564, 584, 623, 631, 647, 696, 703, 709, 713, 750, 764, 777, 816, 898, 911, 926, 955, 973]
2: [451, 462, 477, 483, 485, 499, 547, 564, 584, 623, 631, 647, 696, 703, 709, 713, 750, 764, 777, 816, 898, 911, 926, 955, 973]
2: [451, 462, 477, 483, 485, 499, 547, 564, 584, 623, 631, 647, 696, 703, 709, 713, 750, 764, 777, 816, 898, 911, 926, 955, 973]
2: [451, 462, 477, 483, 485, 499, 547, 564, 584, 623, 631, 647, 696, 703, 709, 713, 750, 764, 777, 816, 898, 911, 926, 955, 973]
3: [0, 2, 17, 33, 56, 74, 222, 386, 433, 536, 656, 688, 705, 750, 768, 839, 840, 900, 920, 928, 946, 956, 957, 978, 988]
3: [0, 2, 17, 33, 56, 74, 222, 386, 433, 536, 656, 688, 705, 750, 768, 839, 840, 900, 920, 928, 946, 956, 957, 978, 988]
3: [0, 2, 17, 33, 56, 74, 222, 386, 433, 536, 656, 688, 705, 750, 768, 839, 840, 900, 920, 928, 946, 956, 957, 978, 988]
3: [46, 82, 162, 217, 230, 246, 250, 252, 297, 335, 339, 351, 381, 470, 475, 523, 657, 662, 717, 744, 792, 825, 840, 905, 980]
3: [523, 536, 656, 657, 662, 688, 705, 717, 744, 750, 768, 792, 825, 839, 840, 900, 905, 920, 928, 946, 956, 957, 978, 980, 988]

Program End Time: 2022-03-07 20:31:45.608991
