2022-03-07 21:02:04.930745
-------------------------------------------------------
1: [22, 125, 134, 175, 195, 288, 311, 337, 425, 455, 469, 479, 532, 583, 585, 611, 625, 745, 825, 826, 839, 852, 877, 886, 898]
1: [22, 125, 134, 175, 195, 288, 311, 337, 425, 455, 469, 479, 532, 583, 585, 611, 625, 745, 825, 826, 839, 852, 877, 886, 898]
1: [22, 125, 134, 175, 195, 288, 311, 337, 425, 455, 469, 479, 532, 583, 585, 611, 625, 745, 825, 826, 839, 852, 877, 886, 898]
1: [0, 155, 168, 231, 291, 388, 412, 434, 449, 493, 507, 597, 612, 614, 684, 715, 739, 797, 820, 884, 896, 934, 935, 945, 967]
1: [585, 597, 611, 612, 614, 625, 684, 715, 739, 745, 797, 820, 825, 826, 839, 852, 877, 884, 886, 896, 898, 934, 935, 945, 967]
1: [585, 597, 611, 612, 614, 625, 684, 715, 739, 745, 797, 820, 825, 826, 839, 852, 877, 884, 886, 896, 898, 934, 935, 945, 967]
1: [585, 597, 611, 612, 614, 625, 684, 715, 739, 745, 797, 820, 825, 826, 839, 852, 877, 884, 886, 896, 898, 934, 935, 945, 967]
2: [10, 44, 45, 57, 85, 154, 206, 315, 320, 321, 331, 420, 488, 513, 550, 566, 609, 714, 763, 769, 789, 885, 978, 990, 992]
2: [10, 44, 45, 57, 85, 154, 206, 315, 320, 321, 331, 420, 488, 513, 550, 566, 609, 714, 763, 769, 789, 885, 978, 990, 992]
2: [10, 44, 45, 57, 85, 154, 206, 315, 320, 321, 331, 420, 488, 513, 550, 566, 609, 714, 763, 769, 789, 885, 978, 990, 992]
2: [10, 44, 45, 57, 85, 154, 206, 315, 320, 321, 331, 420, 488, 513, 550, 566, 609, 714, 763, 769, 789, 885, 978, 990, 992]
2: [10, 44, 45, 57, 85, 154, 206, 315, 320, 321, 331, 420, 488, 513, 550, 566, 609, 714, 763, 769, 789, 885, 978, 990, 992]
2: [10, 44, 45, 57, 85, 154, 206, 315, 320, 321, 331, 420, 488, 513, 550, 566, 609, 714, 763, 769, 789, 885, 978, 990, 992]
3: [18, 26, 50, 64, 75, 76, 78, 181, 283, 303, 315, 380, 382, 473, 485, 567, 583, 754, 792, 809, 935, 939, 958, 975, 976]
3: [18, 26, 50, 64, 75, 76, 78, 181, 283, 303, 315, 380, 382, 473, 485, 567, 583, 754, 792, 809, 935, 939, 958, 975, 976]
3: [18, 26, 50, 64, 75, 76, 78, 181, 283, 303, 315, 380, 382, 473, 485, 567, 583, 754, 792, 809, 935, 939, 958, 975, 976]
3: [18, 26, 50, 64, 75, 76, 78, 181, 283, 303, 315, 380, 382, 473, 485, 567, 583, 754, 792, 809, 935, 939, 958, 975, 976]

Program End Time: 2022-03-07 21:03:15.842622
